登番,名前漢字,級,身長,体重,勝率,複勝率,直近10年勝率,直近10年2連帯率,直近10年3連帯率,直近5年勝率,直近5年2連帯率,直近5年3連帯率,1着率,2着率,3着率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,算出期間自,算出期間至
4203,小　倉　　康　典,B1,163,53,4.33,26.9,4.61,27.2,43.2,4.61,27.2,43.2,8.7,18.3,10.4,10,21,115,0,0,0.18,17,58.8,0.17,3.8,18,27.8,0.19,3.4,20,30.0,0.16,3.1,17,17.6,0.18,3.5,27,14.8,0.17,4.0,16,18.8,0.21,3.9,6,4,1,1,2,3,0,5,3,4,2,4,1,5,2,3,4,5,0,3,3,4,3,4,2,2,3,8,5,7,1,2,0,3,2,7,2016-05-01,2016-10-31
4204,柴　田　　大　輔,A2,161,54,5.39,30.0,4.43,21.1,42.4,4.43,21.1,42.4,12.9,17.1,28.6,9,12,70,0,0,0.21,12,66.7,0.2,3.0,10,60.0,0.18,3.6,13,30.8,0.23,4.0,14,21.4,0.17,3.4,10,0.0,0.21,3.6,11,0.0,0.29,5.7,2,6,4,0,0,0,3,3,2,1,0,1,1,3,5,0,2,1,3,0,3,4,4,0,0,0,4,3,1,2,0,0,2,3,3,3,2016-05-01,2016-10-31
4205,山　口　　　　剛,A1,161,52,7.31,46.6,7.56,52.7,68.7,7.56,52.7,68.7,28.8,17.8,16.9,34,21,118,5,2,0.16,26,61.5,0.15,3.3,13,61.5,0.15,3.1,27,59.3,0.15,3.4,13,38.5,0.17,3.3,19,31.6,0.15,3.3,20,20.0,0.16,3.8,15,1,2,3,2,1,4,4,3,1,0,1,11,5,3,3,2,3,1,4,3,1,4,0,3,3,2,6,3,2,0,4,7,2,6,1,2016-05-01,2016-10-31
4207,松　下　　一　也,A1,167,54,6.56,46.7,6.18,46.8,62.0,6.18,46.8,62.0,32.8,13.9,19.0,45,19,137,5,1,0.13,29,86.2,0.11,2.0,25,36.0,0.13,2.2,19,52.6,0.11,1.9,28,50.0,0.14,2.5,20,25.0,0.14,2.5,16,6.3,0.18,3.7,21,4,2,1,0,1,5,4,7,3,4,2,6,4,4,1,3,1,10,4,7,4,2,1,3,2,3,7,3,2,0,1,3,5,4,2,2016-05-01,2016-10-31
4208,三　浦　　永　理,A2,157,47,6.02,45.1,6.67,52.7,66.6,6.67,52.7,66.6,21.8,23.3,15.8,29,31,133,5,0,0.18,25,80.0,0.18,3.1,20,50.0,0.2,3.5,25,44.0,0.18,3.1,25,44.0,0.19,3.5,22,18.2,0.16,3.3,16,25.0,0.17,3.2,13,7,2,1,1,1,4,6,3,2,2,3,6,5,4,2,3,5,3,8,3,2,5,3,3,1,4,8,2,4,0,4,5,3,2,2,2016-05-01,2016-10-31
4209,藤　田　　竜　弘,A2,173,59,6.08,39.8,5.7,37.0,56.7,5.7,37.0,56.7,24.5,15.4,21.7,35,22,143,4,1,0.15,29,75.9,0.16,2.9,26,53.8,0.14,3.0,16,50.0,0.14,2.7,25,24.0,0.15,3.0,26,26.9,0.15,2.7,21,0.0,0.16,3.7,18,4,2,4,1,0,3,11,4,4,1,3,4,4,3,4,0,1,5,1,6,7,4,2,5,2,10,1,5,3,0,0,6,8,3,4,2016-05-01,2016-10-31
4210,松　村　　康　太,A1,153,54,6.58,45.2,6.44,43.1,69.2,6.44,43.1,69.2,22.0,23.3,27.7,35,37,159,2,1,0.18,34,79.4,0.15,3.4,25,44.0,0.16,3.7,29,41.4,0.19,3.4,30,36.7,0.18,3.4,22,31.8,0.21,3.7,20,20.0,0.19,4.1,24,3,4,2,1,0,4,7,9,3,1,1,3,9,11,3,3,0,3,8,9,7,2,1,1,6,6,2,3,4,0,4,5,6,3,1,2016-05-01,2016-10-31
4211,村　田　　　　敦,A1,163,55,6.23,44.4,5.64,36.0,58.3,5.64,36.0,58.3,20.9,23.5,20.9,32,36,153,6,1,0.15,27,74.1,0.18,3.1,23,65.2,0.15,3.1,28,50.0,0.14,3.0,30,40.0,0.14,2.5,23,26.1,0.16,2.6,23,4.3,0.16,3.5,13,7,1,2,1,3,9,6,5,1,0,2,4,10,6,4,2,1,3,9,9,4,3,2,3,3,7,7,3,0,0,1,4,7,8,3,2016-05-01,2016-10-31
4212,宮　地　　孝四朗,B1,168,54,4.37,21.2,4.26,21.8,37.8,4.26,21.8,37.8,9.1,12.1,23.2,9,12,99,0,0,0.22,13,38.5,0.22,4.7,22,40.9,0.21,4.9,18,11.1,0.2,4.4,17,29.4,0.2,4.6,15,0.0,0.22,4.6,14,0.0,0.26,5.1,5,0,2,1,4,1,4,5,3,3,4,3,0,2,4,1,3,8,0,5,5,2,4,1,0,0,6,0,4,5,0,0,3,3,5,3,2016-05-01,2016-10-31
4213,重　富　　伸　也,B1,172,56,4.32,26.8,4.86,30.9,46.3,4.86,30.9,46.3,6.1,20.7,15.9,5,17,82,0,0,0.14,12,33.3,0.13,2.3,11,63.6,0.15,2.5,17,35.3,0.14,2.4,12,8.3,0.17,2.3,17,11.8,0.14,2.6,13,15.4,0.15,3.2,1,3,3,2,3,0,1,6,1,2,1,0,1,5,2,0,5,3,0,1,3,1,2,5,1,1,3,2,5,5,1,1,1,2,2,5,2016-05-01,2016-10-31
4214,林　　　　祐　介,A2,166,55,5.64,39.3,5.42,36.2,52.5,5.42,36.2,52.5,15.6,23.8,18.9,19,29,122,3,0,0.16,19,63.2,0.15,3.1,16,68.8,0.16,2.9,25,36.0,0.17,3.2,24,50.0,0.15,2.5,17,17.6,0.18,3.9,21,4.8,0.15,2.9,8,4,2,1,4,0,0,11,3,2,0,0,5,4,7,3,3,3,6,6,3,3,3,3,0,3,2,6,2,4,0,1,6,4,4,5,2016-05-01,2016-10-31
4215,吉　島　　祥　之,A2,171,58,6.16,44.4,5.64,38.6,53.3,5.64,38.6,53.3,23.7,20.7,18.5,32,28,135,2,1,0.17,25,80.0,0.17,3.2,22,63.6,0.17,3.6,22,40.9,0.19,3.8,21,33.3,0.15,3.1,23,21.7,0.19,3.3,23,21.7,0.16,3.0,16,4,3,1,1,0,5,9,2,3,2,0,4,5,6,4,1,2,2,5,6,3,0,3,3,2,4,6,6,2,2,3,4,4,7,3,2016-05-01,2016-10-31
4216,星　　　　栄　爾,A1,155,51,6.5,50.3,6.25,45.7,65.5,6.25,45.7,65.5,26.2,24.2,18.1,39,36,149,3,1,0.13,27,85.2,0.14,2.3,25,48.0,0.15,2.7,26,53.8,0.12,2.3,23,56.5,0.13,1.6,21,38.1,0.12,2.5,27,18.5,0.14,2.9,16,7,2,1,0,0,4,8,4,5,2,2,7,7,8,4,0,0,7,6,5,3,2,0,4,4,3,4,2,4,1,4,5,6,4,7,2016-05-01,2016-10-31
4218,吉　川　　喜　継,A1,171,52,7.01,54.6,6.51,47.6,64.9,6.51,47.6,64.9,31.4,23.3,16.3,54,40,172,7,2,0.17,40,77.5,0.15,2.8,37,56.8,0.17,3.9,27,63.0,0.18,3.1,31,61.3,0.16,3.1,18,16.7,0.17,4.1,19,15.8,0.17,4.8,27,4,1,4,2,1,9,12,12,1,2,1,8,9,3,3,3,1,8,11,4,3,3,1,1,2,4,5,4,2,1,2,4,2,7,3,2016-05-01,2016-10-31
4219,本　岡　　勝　利,B1,166,58,4.89,22.9,4.7,24.4,42.7,4.7,24.4,42.7,10.7,12.3,24.6,13,15,122,0,0,0.19,14,78.6,0.18,3.5,22,45.5,0.2,4.6,26,11.5,0.18,3.2,19,10.5,0.19,4.3,21,9.5,0.22,4.5,21,0.0,0.19,3.7,7,4,1,1,0,1,3,7,7,3,1,1,0,3,10,5,3,4,1,1,4,6,4,3,2,0,4,8,6,1,0,0,4,4,8,4,2016-05-01,2016-10-31
4220,深　川　　和　仁,A2,165,55,5.89,44.0,5.7,39.4,54.9,5.7,39.4,54.9,25.7,18.3,15.6,28,20,109,2,0,0.16,22,72.7,0.13,2.5,14,50.0,0.16,2.9,21,28.6,0.17,3.1,21,42.9,0.15,2.8,18,33.3,0.14,2.9,16,25.0,0.19,3.3,12,4,3,0,0,1,4,3,3,2,0,1,4,2,3,3,3,6,4,5,2,2,4,3,2,4,3,3,3,3,2,2,3,5,1,2,2016-05-01,2016-10-31
4221,南　部　　圭　史,B1,169,52,4.14,19.0,3.87,16.7,30.8,3.87,16.7,30.8,7.6,11.4,15.2,8,12,105,0,0,0.15,13,53.8,0.13,2.5,18,16.7,0.17,3.5,20,25.0,0.14,2.2,23,13.0,0.16,2.7,15,6.7,0.17,2.9,16,6.3,0.14,2.5,4,3,2,1,2,1,1,2,2,7,2,4,1,4,3,7,4,1,2,1,6,3,5,6,0,1,1,3,6,4,0,1,2,4,2,5,2016-05-01,2016-10-31
4222,山　口　　高　志,A2,168,50,5.9,38.5,5.87,41.7,58.7,5.87,41.7,58.7,23.0,15.6,17.2,28,19,122,2,0,0.16,25,68.0,0.18,3.4,21,47.6,0.17,3.2,17,35.3,0.13,2.4,21,38.1,0.14,2.4,20,20.0,0.16,2.7,19,10.5,0.15,3.1,11,6,2,4,0,2,5,5,4,2,4,1,4,2,4,3,3,1,6,2,3,6,2,1,1,3,3,4,7,2,1,1,5,8,0,4,2016-05-01,2016-10-31
4224,大　橋　　栄里佳,B1,157,48,3.86,20.7,4.25,24.8,37.6,4.25,24.8,37.6,9.1,11.7,9.1,7,9,77,0,0,0.21,11,36.4,0.19,3.5,13,38.5,0.24,4.1,11,18.2,0.22,3.9,14,28.6,0.18,3.6,14,7.1,0.2,3.7,14,0.0,0.23,4.7,3,1,1,3,1,2,0,5,3,2,3,0,0,2,3,1,2,2,3,1,0,2,2,5,1,0,0,4,4,5,0,0,0,3,4,7,2016-05-01,2016-10-31
4225,土　屋　　千　明,B2,156,44,0.0,0.0,5.5,34.1,54.4,5.5,34.1,54.4,,,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-05-01,2016-10-31
4226,村　田　　浩　司,B1,165,55,4.83,32.0,4.9,29.9,47.8,4.9,29.9,47.8,12.6,19.4,15.5,13,20,103,3,1,0.18,13,38.5,0.24,4.2,19,52.6,0.17,3.2,18,44.4,0.16,2.4,14,35.7,0.17,3.0,20,15.0,0.17,3.2,19,10.5,0.17,2.8,4,1,2,1,3,2,4,6,2,2,0,4,2,6,4,2,0,4,1,4,1,1,4,3,2,1,3,5,2,7,0,2,4,3,4,5,2016-05-01,2016-10-31
4227,安　達　　裕　樹,A1,166,55,6.3,44.0,6.71,50.7,65.5,6.71,50.7,65.5,27.5,16.5,15.6,30,18,109,3,0,0.16,22,86.4,0.17,3.0,19,42.1,0.17,3.3,17,47.1,0.13,2.8,18,44.4,0.16,3.3,16,25.0,0.15,2.8,17,5.9,0.16,3.5,17,2,0,1,0,2,4,4,4,4,1,1,2,6,2,3,1,2,5,3,3,2,2,3,1,3,3,4,2,2,1,0,5,0,7,4,2016-05-01,2016-10-31
4228,吉　田　　慎二郎,B1,169,56,4.48,24.1,5.11,32.4,48.3,5.11,32.4,48.3,8.3,15.8,16.7,10,19,120,2,0,0.17,18,33.3,0.24,4.2,20,35.0,0.19,3.8,26,38.5,0.17,3.5,18,27.8,0.15,3.0,18,0.0,0.15,3.2,20,5.0,0.16,2.6,4,2,3,4,3,2,1,6,4,2,3,4,4,6,3,3,7,3,1,4,3,3,4,2,0,0,5,2,6,4,0,1,2,8,5,4,2016-05-01,2016-10-31
4229,市　川　　美　宏,B1,170,52,4.69,25.0,5.1,28.9,48.2,5.1,28.9,48.2,13.0,12.0,16.7,14,13,108,1,0,0.19,14,64.3,0.16,3.1,16,31.3,0.21,3.9,20,10.0,0.18,3.7,16,31.3,0.19,3.6,23,13.0,0.19,3.7,19,15.8,0.18,4.0,6,3,2,0,2,1,2,3,2,3,3,3,0,2,9,4,4,1,2,3,2,3,1,4,3,0,2,7,8,3,1,2,1,5,6,4,2016-05-01,2016-10-31
4230,濱　崎　　直　矢,A2,167,57,6.11,40.0,6.39,47.5,63.2,6.39,47.5,63.2,25.5,14.5,23.4,37,21,145,4,1,0.14,25,84.0,0.13,2.6,32,31.3,0.18,3.2,19,42.1,0.14,2.3,27,37.0,0.11,2.1,25,32.0,0.14,3.2,17,5.9,0.15,2.8,16,5,2,1,1,0,2,8,9,3,5,4,7,1,8,2,0,1,7,3,5,5,3,4,5,3,3,5,5,4,0,1,7,4,3,2,2016-05-01,2016-10-31
4231,鈴　木　　裕　隆,B1,170,57,5.04,33.6,5.14,33.9,50.7,5.14,33.9,50.7,12.5,21.2,16.3,13,22,104,0,0,0.17,18,72.2,0.15,2.7,17,35.3,0.18,3.6,18,11.1,0.17,3.1,16,43.8,0.15,2.9,17,23.5,0.18,3.3,19,15.8,0.17,3.4,10,3,2,2,1,0,1,5,4,1,2,3,0,2,4,3,5,4,2,5,2,2,4,1,0,4,3,4,2,3,0,3,2,4,3,7,2016-05-01,2016-10-31
4232,笠　　　　雅　雄,B1,167,60,3.57,20.5,4.08,22.9,33.7,4.08,22.9,33.7,10.3,10.3,2.9,7,7,68,0,0,0.19,7,42.9,0.16,3.3,11,54.5,0.21,4.0,13,23.1,0.18,3.5,10,20.0,0.18,2.7,14,0.0,0.18,3.5,13,0.0,0.21,4.5,2,1,0,2,1,1,3,3,0,2,2,1,1,2,1,3,3,3,1,1,0,1,3,4,0,0,0,3,5,5,0,0,1,0,7,5,2016-05-01,2016-10-31
4233,亀　山　　雅　幸,A2,166,51,5.91,37.7,6.05,43.3,60.7,6.05,43.3,60.7,22.2,15.6,20.0,30,21,135,0,0,0.18,28,89.3,0.15,2.9,26,42.3,0.19,3.8,20,35.0,0.16,3.0,23,17.4,0.18,3.3,20,15.0,0.18,3.9,18,5.6,0.21,4.1,21,4,0,2,0,0,4,7,3,6,4,2,3,4,3,6,3,1,1,3,7,6,1,5,1,2,7,7,3,0,0,1,7,6,2,2,2016-05-01,2016-10-31
4234,野　相　　弘　司,B1,169,56,4.89,28.2,5.22,34.2,50.0,5.22,34.2,50.0,11.8,16.5,16.5,10,14,85,1,0,0.17,11,54.5,0.16,3.2,18,38.9,0.15,2.9,13,38.5,0.17,2.9,12,25.0,0.14,2.2,15,6.7,0.17,3.8,17,11.8,0.22,4.4,4,2,2,1,0,2,2,5,1,5,3,2,2,3,0,2,3,2,2,1,4,3,2,0,0,1,3,3,4,4,0,2,4,5,2,4,2016-05-01,2016-10-31
4235,進　藤　　　　侑,A1,168,50,6.22,43.2,6.17,43.8,62.4,6.17,43.8,62.4,23.1,20.2,16.3,24,21,104,3,0,0.17,22,68.2,0.17,2.7,21,42.9,0.15,2.8,13,30.8,0.18,3.1,19,52.6,0.15,3.4,14,35.7,0.17,3.0,16,12.5,0.2,4.9,13,2,1,1,1,4,6,3,2,3,3,2,2,2,4,3,1,1,3,7,3,2,1,2,0,5,4,4,1,0,0,2,3,5,0,6,2016-05-01,2016-10-31
4236,松　村　　　　敏,A1,170,52,7.85,70.0,7.31,58.8,75.2,7.31,58.8,75.2,48.8,21.3,10.2,62,27,127,8,5,0.11,34,94.1,0.12,2.3,15,80.0,0.11,1.7,19,68.4,0.13,2.3,27,70.4,0.09,1.9,17,52.9,0.12,1.9,15,26.7,0.12,2.1,27,5,1,0,0,1,8,4,1,1,1,0,8,5,3,2,1,0,13,6,4,1,3,0,4,5,2,4,1,1,2,2,2,3,2,3,2016-05-01,2016-10-31
4237,大　峯　　　　豊,A1,170,53,6.99,55.7,6.98,52.0,68.6,6.98,52.0,68.6,29.9,25.9,17.0,44,38,147,6,1,0.16,38,92.1,0.16,3.1,23,56.5,0.14,2.8,31,41.9,0.18,3.2,24,45.8,0.16,3.4,17,29.4,0.18,3.5,14,35.7,0.17,3.8,26,9,0,2,0,1,5,8,4,3,3,0,6,7,10,3,3,2,6,5,5,4,1,3,1,4,2,1,5,4,0,5,4,2,2,1,2016-05-01,2016-10-31
4238,毒　島　　　　誠,A1,163,52,7.36,49.5,7.91,56.6,71.6,7.91,56.6,71.6,32.8,16.8,15.1,39,20,119,5,2,0.16,28,85.7,0.16,3.1,25,48.0,0.18,3.9,20,50.0,0.15,4.1,17,35.3,0.16,3.4,20,25.0,0.17,4.8,9,22.2,0.13,3.7,22,2,3,0,0,1,7,5,3,3,3,4,2,8,3,3,2,2,3,3,7,0,4,0,3,2,1,4,6,3,2,0,1,1,1,4,2016-05-01,2016-10-31
4239,竹　田　　辰　也,A1,161,51,6.8,47.7,6.01,39.9,63.6,6.01,39.9,63.6,28.7,19.1,25.7,39,26,136,5,2,0.16,28,85.7,0.14,2.7,24,66.7,0.15,2.7,20,45.0,0.15,2.9,21,47.6,0.16,3.6,22,18.2,0.19,3.5,21,9.5,0.19,3.6,19,5,1,2,1,0,9,7,3,3,0,2,7,2,2,4,3,2,3,7,7,0,3,1,1,3,12,4,2,0,0,2,10,4,5,0,2016-05-01,2016-10-31
4240,今　井　　裕　梨,B2,151,47,3.89,22.2,4.67,29.8,43.8,4.67,29.8,43.8,0.0,22.2,11.1,0,2,9,0,0,0.15,2,50.0,0.22,4.0,1,0.0,0.09,3.0,3,33.3,0.17,1.7,1,0.0,0.12,3.0,1,0.0,0.11,4.0,1,0.0,0.11,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2016-05-01,2016-10-31
4241,大　串　　重　幸,A2,164,54,5.63,36.9,5.4,35.1,53.2,5.4,35.1,53.2,16.2,20.7,18.0,18,23,111,2,0,0.15,17,94.1,0.12,2.5,19,42.1,0.17,3.7,19,36.8,0.16,3.2,20,30.0,0.14,2.6,21,14.3,0.14,2.7,16,6.3,0.18,3.4,14,2,1,0,0,0,2,6,5,4,1,1,1,6,2,3,5,1,1,5,4,3,4,3,0,3,5,8,2,3,0,1,3,6,3,3,2016-05-01,2016-10-31
4243,西　村　　　　歩,A2,165,47,6.06,44.1,5.65,38.4,53.6,5.65,38.4,53.6,24.3,19.9,14.0,33,27,136,1,0,0.14,26,76.9,0.13,2.0,23,39.1,0.14,2.3,21,33.3,0.18,3.2,31,35.5,0.13,1.9,19,47.4,0.14,2.1,16,25.0,0.14,2.6,15,5,3,1,0,2,4,5,6,6,1,1,6,1,2,8,2,2,6,5,7,4,4,5,2,7,1,3,4,2,0,4,0,6,2,4,2016-05-01,2016-10-31
4244,鈴　木　　成　美,B1,151,43,5.15,38.0,4.85,30.4,45.0,4.85,30.4,45.0,16.0,22.0,13.0,16,22,100,0,0,0.14,15,80.0,0.16,2.6,21,42.9,0.13,2.3,16,37.5,0.15,1.9,17,29.4,0.1,2.1,19,21.1,0.14,2.7,12,16.7,0.17,3.7,6,6,0,0,0,2,5,4,3,3,3,3,0,6,2,3,2,3,3,2,5,0,4,3,2,2,2,4,6,3,0,2,1,1,5,3,2016-05-01,2016-10-31
4245,高　橋　　直　哉,B1,168,53,4.61,23.7,4.79,25.7,44.2,4.79,25.7,44.2,10.3,13.4,18.6,10,13,97,1,0,0.21,18,27.8,0.23,4.6,17,23.5,0.25,4.6,16,37.5,0.17,4.1,13,23.1,0.22,4.5,20,10.0,0.21,4.8,13,23.1,0.18,3.4,3,2,5,4,3,1,2,2,4,2,5,2,3,3,1,2,4,3,1,2,3,1,4,2,0,2,2,8,1,7,1,2,3,2,3,2,2016-05-01,2016-10-31
4246,喜　多　　那由夏,B2,155,50,4.17,27.7,4.43,23.8,38.1,4.43,23.8,38.1,5.6,22.2,5.6,1,4,18,0,0,0.17,3,33.3,0.2,2.7,4,75.0,0.15,3.3,4,0.0,0.21,3.8,2,50.0,0.14,2.5,4,0.0,0.16,3.3,1,0.0,0.13,2.0,0,1,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,2016-05-01,2016-10-31
4247,齊　藤　　　　優,B1,165,54,5.23,27.7,4.98,28.4,45.7,4.98,28.4,45.7,12.9,14.9,23.8,13,15,101,0,0,0.14,15,66.7,0.15,2.8,16,25.0,0.15,3.4,20,30.0,0.12,2.4,22,18.2,0.13,2.9,19,21.1,0.15,3.5,10,0.0,0.19,3.7,7,3,3,1,1,0,1,3,5,4,0,3,3,3,7,4,2,1,2,2,4,4,7,3,0,4,3,7,3,2,0,0,2,4,0,3,2016-05-01,2016-10-31
4248,岡　本　　　　大,B1,170,58,4.03,19.4,4.26,19.2,36.5,4.26,19.2,36.5,5.8,13.6,9.7,6,14,103,0,0,0.21,10,70.0,0.19,4.0,21,19.0,0.22,4.2,16,25.0,0.2,3.8,15,20.0,0.21,4.3,23,8.7,0.18,3.6,18,0.0,0.23,4.4,2,5,0,0,1,1,1,3,3,6,6,2,1,3,2,7,2,1,2,1,2,2,3,5,0,2,2,8,6,5,0,0,1,5,9,3,2016-05-01,2016-10-31
4249,曾　根　　孝　仁,B1,171,53,4.6,23.0,4.15,21.7,36.3,4.15,21.7,36.3,9.5,13.5,19.8,12,17,126,0,0,0.18,21,47.6,0.23,4.6,18,16.7,0.18,3.7,23,26.1,0.18,3.5,19,31.6,0.14,2.8,29,6.9,0.17,3.7,17,11.8,0.2,3.6,4,6,4,2,2,3,1,2,2,6,4,2,2,4,3,5,1,7,3,3,6,5,0,2,2,0,7,7,8,5,0,2,3,3,3,6,2016-05-01,2016-10-31
4250,藤　川　　利　文,B1,170,54,4.18,20.0,4.37,21.7,38.5,4.37,21.7,38.5,7.5,12.5,12.5,6,10,80,1,0,0.22,12,41.7,0.21,3.8,14,14.3,0.23,4.9,18,22.2,0.18,3.6,8,12.5,0.23,4.8,15,20.0,0.22,4.3,14,7.1,0.24,4.8,3,2,3,2,0,2,0,2,1,2,4,5,2,2,2,6,2,3,0,1,1,1,5,0,1,2,2,5,4,1,0,1,1,5,2,4,2016-05-01,2016-10-31
4251,川　崎　　誠　志,B1,169,53,4.57,26.8,4.23,23.4,38.3,4.23,23.4,38.3,12.4,14.4,15.5,12,14,97,0,0,0.18,12,83.3,0.17,3.3,18,22.2,0.19,4.0,17,35.3,0.19,3.9,18,11.1,0.17,3.4,19,21.1,0.15,3.5,13,0.0,0.22,4.2,7,3,0,0,2,0,2,2,2,3,5,4,1,5,5,3,0,3,1,1,3,6,4,3,1,3,4,1,2,8,0,0,1,2,7,3,2016-05-01,2016-10-31
4252,松　下　　哲　也,B1,170,52,4.91,30.5,4.51,26.2,41.6,4.51,26.2,41.6,12.9,17.6,18.8,11,15,85,0,0,0.17,9,66.7,0.16,2.9,18,44.4,0.16,2.7,14,35.7,0.19,3.4,15,26.7,0.17,3.4,15,13.3,0.17,3.4,15,6.7,0.16,3.1,5,1,0,0,0,3,3,5,7,2,1,0,1,4,3,3,1,2,2,2,2,4,2,3,0,2,2,3,2,6,0,1,2,1,3,7,2016-05-01,2016-10-31
4253,西　川　　真　人,A2,172,56,5.62,35.9,5.16,31.4,48.9,5.16,31.4,48.9,13.7,22.2,16.2,16,26,117,2,0,0.16,15,66.7,0.17,3.4,17,47.1,0.16,3.4,22,36.4,0.18,3.2,22,40.9,0.15,2.7,26,23.1,0.15,3.5,15,6.7,0.16,3.9,6,4,1,1,2,1,0,8,3,4,2,0,1,7,4,8,2,0,7,2,4,5,4,0,1,5,5,8,5,1,1,0,2,7,3,2,2016-05-01,2016-10-31
4254,川　島　　圭　司,A2,168,51,5.81,40.0,6.17,44.1,61.3,6.17,44.1,61.3,21.4,18.6,20.0,30,26,140,3,0,0.14,24,87.5,0.14,2.3,20,80.0,0.16,2.4,27,33.3,0.11,2.1,26,19.2,0.16,3.4,24,4.2,0.14,2.9,19,21.1,0.15,3.3,19,2,0,1,1,1,5,11,3,0,0,0,4,5,4,8,4,2,1,4,10,3,6,2,0,1,8,4,3,8,1,3,3,4,4,4,2016-05-01,2016-10-31
4256,渡　辺　　浩　司,A1,167,53,7.42,58.1,7.11,56.1,72.0,7.11,56.1,72.0,34.4,23.8,18.8,55,38,160,10,4,0.14,38,89.5,0.11,1.9,24,62.5,0.12,2.5,28,57.1,0.14,2.4,29,65.5,0.14,2.9,19,31.6,0.15,3.0,22,13.6,0.17,3.6,30,4,3,1,0,0,7,8,3,0,2,3,9,7,7,3,1,0,5,14,4,4,1,1,1,5,7,1,2,3,3,0,6,5,6,2,2016-05-01,2016-10-31
4257,古　川　　　　健,A2,168,51,5.72,43.3,4.99,35.0,48.6,4.99,35.0,48.6,20.0,23.3,13.3,18,21,90,2,0,0.14,14,71.4,0.14,1.4,11,36.4,0.11,2.4,17,58.8,0.17,3.5,17,47.1,0.14,2.1,17,23.5,0.14,2.7,15,20.0,0.13,2.5,9,1,2,0,1,1,0,4,2,1,2,2,5,5,3,1,2,1,3,5,1,6,1,0,0,4,4,2,4,3,1,2,0,3,4,5,2016-05-01,2016-10-31
4258,関　根　　彰　人,A2,169,53,5.4,38.5,5.33,33.0,54.5,5.33,33.0,54.5,17.2,21.3,13.9,21,26,122,1,0,0.21,21,47.6,0.19,3.7,23,56.5,0.19,3.9,17,41.2,0.19,3.5,22,36.4,0.24,4.4,19,21.1,0.25,3.9,20,25.0,0.22,4.6,7,3,3,2,2,3,4,9,4,4,1,1,4,3,3,1,4,2,2,6,4,3,4,3,2,2,2,4,6,3,2,3,1,5,6,3,2016-05-01,2016-10-31
4259,真　庭　　明　志,A2,161,51,6.05,47.7,6.24,45.7,61.8,6.24,45.7,61.8,25.7,22.1,13.2,35,30,136,4,0,0.14,29,75.9,0.14,3.2,20,45.0,0.15,2.6,25,48.0,0.14,2.3,22,63.6,0.15,2.6,22,27.3,0.14,2.6,18,11.1,0.15,3.1,19,3,4,0,1,2,3,6,0,3,4,3,4,8,4,6,3,0,6,8,4,1,1,2,3,3,2,2,5,7,0,2,4,5,2,5,2016-05-01,2016-10-31
4260,中　越　　博　紀,A2,168,52,5.78,38.9,6.18,43.0,60.0,6.18,43.0,60.0,24.2,14.8,13.4,36,22,149,3,2,0.17,28,75.0,0.19,3.5,20,30.0,0.18,4.2,24,29.2,0.15,2.5,25,52.0,0.15,2.9,21,38.1,0.17,2.4,31,9.7,0.18,4.0,17,4,3,0,2,2,3,3,4,5,2,2,5,2,2,4,6,4,8,5,1,5,3,2,2,6,3,4,3,3,1,2,7,7,6,8,2016-05-01,2016-10-31
