開催日,日目,レース,実際3連単,予測3連単,予測確率,的中組み合わせ予測確率,的中組み合わせ予測順位,確率合計,NDCG@1,NDCG@3
2025-02-08,4,2,1-2-3,3-2-1,0.07118803490359274,0.04005709640273598,8,1.0000000000000002,0.23809523809523808,0.733507507972155
2025-02-08,4,3,1-2-3,3-1-5,0.04476713527250579,0.014223720833702661,21,0.9999999999999999,0.23809523809523808,0.6467836570380316
2025-02-08,4,4,1-2-3,2-4-1,0.030960994787375875,0.019487386717544408,12,1.0000000000000002,0.49206349206349204,0.74303112700028
2025-02-08,4,5,4-2-6,2-4-1,0.03728860790808688,0.018363573000209785,15,0.9999999999999996,0.49206349206349204,0.8022376107209411
2025-02-08,4,6,4-5-1,1-2-5,0.027646648553343797,0.005894867167985244,72,1.0000000000000004,0.23809523809523808,0.3456732937155435
2025-02-08,4,7,2-1-4,1-6-2,0.03419541625787886,0.010756801660655284,31,1.0,0.49206349206349204,0.715008119946318
2025-02-08,4,8,3-1-2,1-6-2,0.03121247647168567,0.014539716687538054,21,1.0000000000000002,0.49206349206349204,0.4485156279184728
2025-02-08,4,9,1-3-2,1-3-2,0.02561252073795293,0.02561252073795293,1,0.9999999999999998,1.0,1.0
2025-02-08,4,10,1-4-5,1-3-4,0.06108555519761519,0.02744144630923826,10,1.0000000000000002,1.0,0.9206927883521764
2025-02-08,4,11,3-1-5,2-3-5,0.019327337426204464,0.0149513754749975,21,0.9999999999999999,0.015873015873015872,0.5357451186930963
2025-02-09,5,2,1-3-2,2-1-4,0.03560207186736943,0.021104034544026363,11,1.0,0.23809523809523808,0.6467836570380316
2025-02-09,5,3,1-2-3,4-2-3,0.022261664576500226,0.004058717381465897,88,0.9999999999999999,0.047619047619047616,0.3337687699303875
2025-02-09,5,4,2-1-4,3-4-2,0.04107670128398439,0.005172530629270347,65,1.0000000000000002,0.047619047619047616,0.4881692337423846
2025-02-09,5,5,2-1-5,5-2-4,0.043730274581958745,0.015274035145777196,18,1.0,0.23809523809523808,0.6245759493690446
2025-02-09,5,6,2-6-3,1-6-2,0.019901441850513797,0.008148937094066111,52,1.0000000000000002,0.1111111111111111,0.6446766772962067
2025-02-09,5,7,1-2-4,4-5-1,0.04404539037213399,0.011323032828062306,32,1.0,0.23809523809523808,0.5233349550674402
2025-02-09,5,8,1-3-4,1-6-3,0.02082513717379603,0.00863659867633686,41,0.9999999999999999,1.0,0.8926697812982144
2025-02-09,5,9,1-5-2,5-2-6,0.033072331384723375,0.021222569479283134,11,1.0,0.49206349206349204,0.46596152607339747
2025-02-09,5,10,1-2-3,5-3-6,0.03801529654517309,0.0040494558699201485,77,1.0,0.047619047619047616,0.17726132637656544
2025-02-09,5,11,2-1-4,1-6-3,0.03836428737885972,0.009152240682534285,40,0.9999999999999994,0.49206349206349204,0.39881165813098
2025-02-10,6,2,1-4-5,2-1-3,0.038537983491741624,0.0010875150726187058,87,1.0000000000000004,0.015873015873015872,0.49132970335512205
2025-02-10,6,3,2-4-5,6-3-1,0.021498033033814527,0.0026897650907585988,119,1.0000000000000002,0.1111111111111111,0.10429615904917305
