開催日,日目,レース,3連単,最終オッズ,予測オッズ,予測誤差
2024-11-24,2,5,3-1-2,13.9,21.4768787447396,7.5768787447396
2024-11-24,2,6,1-3-2,11.9,14.447449084349211,2.5474490843492106
2024-11-24,2,7,1-4-2,13.5,16.934229106540236,3.4342291065402364
2024-11-24,2,8,1-2-4,4.2,6.242619292683149,2.042619292683149
2024-11-24,2,9,1-4-6,67.9,28.569189137921253,-39.33081086207875
2024-11-24,2,10,1-2-4,13.8,9.334930352655501,-4.4650696473444995
2024-11-24,2,11,2-4-1,44.2,78.31038394568866,34.11038394568865
2024-11-24,2,12,1-2-3,17.2,12.467067558653433,-4.732932441346566
2024-11-25,3,1,3-2-4,87.5,81.199528331556,-6.300471668444004
2024-11-25,3,2,1-3-4,17.7,14.43146855645378,-3.2685314435462196
2024-11-25,3,4,1-4-2,38.7,23.638792779450053,-15.06120722054995
2024-11-25,3,5,3-2-1,127.2,65.38121325522518,-61.818786744774826
2024-11-25,3,6,2-4-1,42.3,29.68134666137856,-12.618653338621439
2024-11-25,3,7,4-1-5,41.1,35.57599260904753,-5.52400739095247
2024-11-25,3,8,1-4-2,7.2,10.967762705898867,3.7677627058988667
2024-11-25,3,9,5-4-1,339.3,201.7850048692403,-137.5149951307597
2024-11-25,3,10,1-5-3,19.3,42.07024423138671,22.77024423138671
2024-11-25,3,11,1-2-3,8.0,8.61422919480634,0.6142291948063399
2024-11-25,3,12,1-4-3,9.2,18.7383993967122,9.538399396712201
2024-11-26,4,1,1-2-5,14.8,18.001565822768207,3.201565822768206
2024-11-26,4,2,3-2-5,25.1,51.2812634718276,26.1812634718276
2024-11-26,4,3,5-3-4,63.5,93.19901824778121,29.69901824778121
2024-11-26,4,4,3-5-2,174.4,61.403697986954896,-112.99630201304511
2024-11-26,4,5,2-1-4,51.8,27.113150386370528,-24.68684961362947
2024-11-26,4,6,4-3-5,37.7,50.661820198760836,12.961820198760833
2024-11-26,4,7,1-2-3,3.8,13.38301072833498,9.58301072833498
2024-11-26,4,8,1-2-4,3.5,7.143881840978617,3.643881840978617
2024-11-26,4,9,1-3-2,12.6,15.79488563780874,3.1948856378087402
2024-11-26,4,10,1-3-2,19.6,11.267196754678045,-8.332803245321957
2024-11-26,4,11,1-3-5,18.5,18.12158482016509,-0.37841517983491
2024-11-26,4,12,1-3-5,8.9,16.738450086850495,7.838450086850495
2024-11-27,5,1,1-5-3,41.6,31.644606045182435,-9.955393954817566
2024-11-27,5,2,2-1-3,80.8,43.68576576153594,-37.11423423846406
2024-11-27,5,4,2-4-3,114.3,74.26866621383358,-40.031333786166414
2024-11-27,5,5,6-2-3,35.4,126.23086148807351,90.83086148807351
2024-11-27,5,6,3-1-5,166.4,47.19456414698422,-119.20543585301579
2024-11-27,5,7,1-4-2,16.9,15.120297903478242,-1.7797020965217563
2024-11-27,5,8,1-2-3,4.5,8.340768288139111,3.8407682881391114
2024-11-27,5,9,1-3-5,23.4,23.942807451016904,0.5428074510169054
2024-11-27,5,11,1-4-6,77.5,38.16546100394117,-39.33453899605883
2024-11-27,5,12,2-1-6,21.8,50.602504435988564,28.802504435988563
2024-11-28,6,1,1-2-6,16.9,20.171601809080208,3.2716018090802095
2024-11-28,6,2,2-1-3,27.9,31.230315792561647,3.330315792561649
2024-11-28,6,3,1-2-6,17.1,22.587866718384014,5.487866718384012
2024-11-28,6,4,2-1-5,17.0,41.547313163655595,24.547313163655595
2024-11-28,6,5,1-6-2,35.2,42.21340479757644,7.013404797576435
2024-11-28,6,7,1-4-2,28.3,17.50318701081273,-10.79681298918727
2024-11-28,6,8,1-2-4,5.3,7.177110217760461,1.8771102177604613
2024-11-28,6,10,2-1-4,35.1,41.602429602945364,6.502429602945362
2024-11-28,6,11,1-3-2,6.6,12.395005896203289,5.795005896203289
2024-11-28,6,12,1-2-3,8.8,10.42165885183331,1.6216588518333097
2024-11-29,7,1,1-4-5,27.4,23.28881437671906,-4.111185623280939
2024-11-29,7,3,2-1-4,83.6,51.35292361919185,-32.247076380808146
2024-11-29,7,4,1-3-4,10.8,19.520351429785535,8.720351429785534
2024-11-29,7,5,3-2-1,65.2,40.37381250113033,-24.826187498869672
2024-11-29,7,6,1-3-4,6.7,10.649332753744524,3.9493327537445237
2024-11-29,7,7,1-3-6,9.1,25.18251561693518,16.082515616935183
2024-11-29,7,9,3-5-1,567.4,108.00718158039058,-459.3928184196094
2024-11-29,7,10,1-4-6,22.1,24.828344950291246,2.7283449502912447
2024-11-29,7,11,5-6-1,59.5,145.68341029237706,86.18341029237706
2024-11-29,7,12,1-3-2,12.1,11.107702947343665,-0.992297052656335
2024-12-02,1,1,1-3-2,11.2,14.207588620311304,3.0075886203113047
2024-12-02,1,2,1-5-2,66.2,22.67148064692651,-43.52851935307349
2024-12-02,1,3,6-3-1,197.7,67.72378849415975,-129.97621150584024
2024-12-02,1,4,4-1-5,355.3,48.720464401305314,-306.5795355986947
2024-12-02,1,5,3-2-6,177.3,64.67974551673102,-112.620254483269
2024-12-02,1,6,1-4-2,7.5,11.942551335260118,4.442551335260118
2024-12-02,1,7,1-3-5,30.0,20.959813105470328,-9.040186894529672
2024-12-02,1,8,1-3-2,6.7,10.445612812566354,3.745612812566354
2024-12-02,1,9,4-5-3,1069.5,160.678821544666,-908.821178455334
2024-12-02,1,10,3-1-5,94.7,61.586420716097486,-33.11357928390252
2024-12-02,1,11,2-1-3,25.7,36.01917111135613,10.31917111135613
2024-12-02,1,12,2-1-3,36.7,36.103510417611716,-0.596489582388287
2024-12-03,2,2,1-3-2,8.7,19.329437210758826,10.629437210758827
2024-12-03,2,3,5-1-4,75.1,85.68072426860152,10.580724268601529
2024-12-03,2,4,2-1-5,24.8,46.75441530499213,21.95441530499213
2024-12-03,2,5,4-3-1,55.3,70.25250969194151,14.952509691941515
2024-12-03,2,6,3-4-2,42.2,86.27968660712273,44.079686607122724
2024-12-03,2,7,1-3-6,20.6,27.111290968821887,6.511290968821886
2024-12-03,2,9,1-2-6,12.3,21.29416051632658,8.99416051632658
2024-12-03,2,10,1-2-4,3.8,9.351890702592298,5.551890702592298
2024-12-03,2,11,1-3-2,14.6,15.513343357572346,0.9133433575723462
2024-12-03,2,12,1-3-2,8.3,11.19567504637396,2.8956750463739596
2024-12-04,3,1,1-4-2,24.7,15.93623678793972,-8.76376321206028
2024-12-04,3,3,2-1-4,24.5,33.95020633316444,9.450206333164438
2024-12-04,3,4,1-4-2,19.2,24.21380012072836,5.013800120728362
2024-12-04,3,6,2-4-6,16.2,63.77357637945518,47.573576379455176
2024-12-04,3,7,1-4-3,12.6,16.4192692076153,3.819269207615301
2024-12-04,3,8,3-4-5,64.3,83.53672051536061,19.236720515360616
2024-12-04,3,9,1-3-4,4.8,14.455206555440837,9.655206555440838
2024-12-04,3,11,3-4-1,41.1,91.28864548240713,50.18864548240713
2024-12-04,3,12,1-3-4,9.6,12.285355962397354,2.685355962397354
2024-12-05,4,1,3-1-6,44.3,58.37206714177443,14.072067141774433
2024-12-05,4,2,3-2-6,10.7,83.67969291502077,72.97969291502076
2024-12-05,4,3,1-5-3,138.9,41.07061499815625,-97.82938500184375
2024-12-05,4,4,2-3-4,30.8,65.02889906778086,34.22889906778086
2024-12-05,4,5,2-1-5,20.4,35.47536630620429,15.075366306204295
2024-12-05,4,6,4-2-1,34.6,52.41086885453149,17.810868854531492
2024-12-05,4,7,1-3-5,117.3,19.79944782203397,-97.50055217796603
2024-12-05,4,8,4-1-5,11.5,34.17080282029848,22.670802820298483
2024-12-05,4,10,1-2-3,13.2,8.949798227191094,-4.250201772808905
2024-12-05,4,11,1-4-3,17.6,15.468612375065314,-2.1313876249346873
2024-12-05,4,12,4-2-6,195.3,264.2933849740935,68.99338497409349
2024-12-06,5,1,1-3-6,21.5,21.95941256877644,0.45941256877643966
2024-12-06,5,2,2-6-4,79.0,82.33048873599512,3.330488735995118
2024-12-06,5,3,1-6-2,6.9,39.681219087939674,32.781219087939675
2024-12-06,5,4,5-1-6,38.8,75.60490243865559,36.80490243865559
2024-12-06,5,5,1-4-3,13.4,13.191878405191028,-0.20812159480897208
2024-12-06,5,6,6-4-3,180.1,128.24457072816898,-51.855429271831014
2024-12-06,5,7,3-6-1,50.2,48.5835770099596,-1.6164229900404052
2024-12-06,5,8,1-3-4,17.5,13.231189807601481,-4.268810192398519
2024-12-06,5,9,1-3-2,8.3,15.003734760711263,6.703734760711262
2024-12-06,5,10,1-5-2,14.7,26.69383237695165,11.993832376951651
2024-12-06,5,11,4-5-1,220.8,80.37709656142125,-140.42290343857877
2024-12-06,5,12,5-1-6,127.0,208.28487883637735,81.28487883637735
2024-12-07,6,1,1-6-3,52.6,41.42406414152212,-11.175935858477878
2024-12-07,6,2,1-2-4,5.9,16.21734795820906,10.31734795820906
