開催日,レース,実際3連単,予測3連単,予測確率,的中,TOP10
2020-04-18,4,1-4-5,1-4-6,0.28867674449283287,False,1-4-6(0.2887) / 1-6-4(0.1525) / 1-4-3(0.1363) / 1-4-5(0.0991) / 1-3-4(0.0632) / 1-4-2(0.0575) / 1-5-4(0.0446) / 1-6-3(0.0257) / 1-2-4(0.0251) / 1-3-6(0.0226)
2020-04-18,5,1-2-3,1-6-3,0.1966802337736202,False,1-6-3(0.1967) / 1-6-5(0.1653) / 1-3-6(0.1130) / 1-6-2(0.1014) / 1-5-6(0.0918) / 1-6-4(0.0635) / 1-2-6(0.0528) / 1-3-5(0.0319) / 1-4-6(0.0318) / 1-5-3(0.0308)
2020-04-18,8,1-3-4,1-4-2,0.19646686272117306,False,1-4-2(0.1965) / 1-2-4(0.1518) / 1-4-3(0.1112) / 1-4-6(0.0901) / 1-3-4(0.0745) / 1-6-4(0.0584) / 1-2-3(0.0523) / 1-3-2(0.0454) / 1-2-6(0.0424) / 1-6-2(0.0356)
2020-04-18,9,1-2-4,1-6-2,0.2595597332689807,False,1-6-2(0.2596) / 1-2-6(0.1865) / 1-6-5(0.1656) / 1-5-6(0.1044) / 1-2-5(0.0689) / 1-5-2(0.0605) / 1-6-3(0.0352) / 1-6-4(0.0216) / 1-3-6(0.0189) / 1-2-3(0.0146)
2020-04-18,10,1-2-4,1-3-4,0.23615706149925741,False,1-3-4(0.2362) / 1-3-2(0.1571) / 1-4-3(0.1287) / 1-3-6(0.1250) / 1-2-3(0.0795) / 1-6-3(0.0614) / 1-3-5(0.0390) / 1-4-2(0.0288) / 1-2-4(0.0267) / 1-4-6(0.0229)
2020-04-18,12,1-2-5,1-5-6,0.27934525948676553,False,1-5-6(0.2793) / 1-6-5(0.1856) / 1-5-2(0.1123) / 1-5-3(0.0873) / 1-2-5(0.0613) / 1-3-5(0.0464) / 1-6-2(0.0387) / 1-5-4(0.0334) / 1-2-6(0.0318) / 1-6-3(0.0301)
2020-04-19,5,1-2-3,1-2-6,0.2547450061273676,False,1-2-6(0.2547) / 1-6-2(0.2112) / 1-2-3(0.0711) / 1-2-5(0.0695) / 1-2-4(0.0445) / 1-3-2(0.0438) / 1-6-3(0.0435) / 1-5-2(0.0427) / 1-6-5(0.0425) / 1-3-6(0.0323)
2020-04-19,6,1-2-3,1-3-2,0.09675610817720794,False,1-3-2(0.0968) / 1-2-3(0.0872) / 1-3-5(0.0767) / 1-3-6(0.0711) / 1-5-3(0.0652) / 1-6-3(0.0595) / 1-3-4(0.0567) / 1-2-5(0.0515) / 1-5-2(0.0486) / 1-2-6(0.0477)
2020-04-19,10,1-3-2,1-3-2,0.17054670217285595,True,1-3-2(0.1705) / 1-3-4(0.1525) / 1-2-3(0.1310) / 1-4-3(0.1133) / 1-2-4(0.0674) / 1-4-2(0.0652) / 1-3-5(0.0576) / 1-5-3(0.0366) / 1-3-6(0.0354) / 1-2-5(0.0254)
2020-04-19,11,1-2-5,1-2-5,0.3351688469948539,True,1-2-5(0.3352) / 1-5-2(0.2269) / 1-2-6(0.1574) / 1-6-2(0.0867) / 1-5-6(0.0609) / 1-6-5(0.0496) / 1-2-3(0.0229) / 1-2-4(0.0113) / 1-3-2(0.0111) / 1-5-3(0.0089)
2020-04-19,12,1-2-3,1-2-4,0.1919590559427114,False,1-2-4(0.1920) / 1-2-5(0.1919) / 1-4-2(0.1203) / 1-5-2(0.1203) / 1-2-6(0.1007) / 1-6-2(0.0566) / 1-4-5(0.0474) / 1-5-4(0.0474) / 1-4-6(0.0249) / 1-5-6(0.0249)
2020-04-20,2,1-4-3,1-2-3,0.0856396563094794,False,1-2-3(0.0856) / 1-3-2(0.0832) / 1-2-4(0.0831) / 1-4-2(0.0800) / 1-3-4(0.0739) / 1-4-3(0.0733) / 1-2-5(0.0528) / 1-3-5(0.0470) / 1-5-2(0.0457) / 1-4-5(0.0452)
2020-04-20,4,1-3-6,1-6-2,0.21090514350370768,False,1-6-2(0.2109) / 1-2-6(0.1668) / 1-6-3(0.1275) / 1-3-6(0.0874) / 1-6-5(0.0696) / 1-2-3(0.0655) / 1-3-2(0.0568) / 1-5-6(0.0437) / 1-2-5(0.0358) / 1-5-2(0.0284)
2020-04-20,8,1-3-4,1-2-5,0.19579290021117468,False,1-2-5(0.1958) / 1-5-2(0.1341) / 1-2-3(0.1163) / 1-2-4(0.0789) / 1-2-6(0.0768) / 1-3-2(0.0713) / 1-4-2(0.0461) / 1-6-2(0.0448) / 1-5-3(0.0379) / 1-3-5(0.0340)
2020-04-20,10,1-3-5,1-5-3,0.09447868945619235,False,1-5-3(0.0945) / 1-3-5(0.0929) / 1-5-4(0.0630) / 1-3-4(0.0591) / 1-5-6(0.0591) / 1-4-5(0.0556) / 1-3-6(0.0555) / 1-4-3(0.0530) / 1-5-2(0.0524) / 1-6-5(0.0515)
2020-04-20,11,1-4-5,1-5-4,0.16512084414835249,False,1-5-4(0.1651) / 1-5-3(0.1310) / 1-4-5(0.1189) / 1-5-2(0.0908) / 1-3-5(0.0893) / 1-2-5(0.0582) / 1-5-6(0.0478) / 1-4-3(0.0466) / 1-3-4(0.0441) / 1-4-2(0.0323)
2020-04-20,12,1-5-4,1-4-2,0.12223077062713736,False,1-4-2(0.1222) / 1-4-5(0.1196) / 1-2-4(0.0939) / 1-4-3(0.0923) / 1-5-4(0.0914) / 1-3-4(0.0669) / 1-4-6(0.0489) / 1-2-5(0.0472) / 1-5-2(0.0470) / 1-2-3(0.0364)
2020-04-21,1,1-2-4,1-2-3,0.15672613222687146,False,1-2-3(0.1567) / 1-2-6(0.1504) / 1-2-4(0.1129) / 1-3-2(0.1115) / 1-6-2(0.1059) / 1-4-2(0.0749) / 1-3-6(0.0504) / 1-6-3(0.0499) / 1-3-4(0.0379) / 1-6-4(0.0360)
2020-04-21,3,1-2-6,1-6-5,0.163158484835288,False,1-6-5(0.1632) / 1-6-2(0.1500) / 1-5-6(0.1166) / 1-2-6(0.1049) / 1-6-4(0.1042) / 1-4-6(0.0679) / 1-5-2(0.0519) / 1-2-5(0.0508) / 1-5-4(0.0360) / 1-4-5(0.0328)
2020-04-21,4,1-2-3,1-5-3,0.23989779148595472,False,1-5-3(0.2399) / 1-3-5(0.1894) / 1-5-2(0.0996) / 1-2-5(0.0630) / 1-5-6(0.0573) / 1-3-2(0.0526) / 1-5-4(0.0491) / 1-2-3(0.0421) / 1-6-5(0.0342) / 1-3-6(0.0302)
2020-04-21,5,1-3-6,1-6-5,0.24347359702583382,False,1-6-5(0.2435) / 1-6-3(0.2394) / 1-6-4(0.1294) / 1-5-6(0.0855) / 1-3-6(0.0839) / 1-6-2(0.0753) / 1-4-6(0.0430) / 1-2-6(0.0244) / 1-5-3(0.0135) / 1-3-5(0.0135)
